idx	Load [N]	Left Gap [μm]	Right Gap [μm]
20297	92.40490326209164	24083.886896872962	21473.682266253116
20298	93.0517345900837	24076.981386905773	21472.037899882867
20299	92.47882684439861	24081.25622636824	21477.793182235466
20300	92.40490326209164	24079.94089113482	21477.793182235466
20301	92.25705609595548	24080.598558749953	21481.90409829888
20302	91.05579779576283	24083.55806305711	21483.959556361
20303	89.76213486055786	24077.639054506704	21481.49300668889
20304	90.35352365031997	24076.32371930799	21482.31518990968
20305	90.40896634768558	24083.55806305711	21486.83719768203
20306	91.40693485124615	24077.310220705844	21483.959556361
20307	93.71704677270128	24074.350716533587	21483.548464746953
20308	94.88134299376674	24076.32371930799	21480.670823471344
20309	93.3843906865169	24077.639054506704	21482.31518990968
20310	92.92236832759	24074.67955032735	21481.90409829888
20311	94.64109140284722	24077.639054506704	21481.90409829888
20312	97.09904973586993	24082.571561614288	21482.726281521296
20313	97.28385861064766	24086.188733606028	21481.081915079714
20314	95.89779197339215	24081.25622636824	21480.670823471344
20315	94.41932069880772	24085.859899784653	21480.670823471344
20316	95.02919012399337	24083.229229242042	21478.20427383816
20317	96.35981420541896	24080.26972494199	21483.959556361
20318	96.21196709330576	24074.67955032735	21479.4375486511
20319	95.26944170631288	24077.967888308354	21480.670823471344
20320	96.80335552970939	24077.310220705844	21476.97099903251
20321	98.33726913714094	24071.720046211867	21470.80462511369
20322	97.09904973586993	24077.310220705844	21474.504449443102
20323	94.88134299376674	24079.28322352284	21476.55990743225
20324	95.12159457936139	24084.2157306896	21477.382090633582
20325	95.34336526903314	24080.26972494199	21481.081915079714
20326	93.73552766607799	24084.2157306896	21474.91554103931
20327	92.51578863536179	24081.25622636824	21485.603922825292
20328	91.7580718952513	24076.652553106487	21488.481564169047
20329	91.00035510174183	24078.296722110794	21497.114488438947
20330	91.73959099848446	24079.28322352284	21490.53702229607
20331	93.5876805181802	24080.598558749953	21491.359205552562
20332	92.77452116855414	24079.612057328435	21491.359205552562
20333	92.0907280316253	24081.585060178568	21489.714839042826
20334	93.21806263958194	24080.26972494199	21485.603922825292
20335	93.56919962455078	24080.26972494199	21486.42610606231
20336	92.84844474832545	24076.981386905773	21482.726281521296
20337	92.73755937847835	24077.639054506704	21479.4375486511
20338	92.82996385343023	24074.350716533587	21480.25973186378
20339	92.23857520004572	24077.310220705844	21479.026457045977
20340	91.2406067737644	24081.585060178568	21480.670823471344
20341	91.64718651417326	24074.02188274061	21481.90409829888
20342	92.53426953079577	24074.67955032735	21479.026457045977
20343	94.53020605139511	24076.32371930799	21481.081915079714
20344	94.73349586152358	24080.9273925587	21479.026457045977
20345	92.6636357979466	24083.55806305711	21479.026457045977
20346	91.11124048949739	24076.981386905773	21477.793182235466
20347	91.48085844041128	24075.99488551029	21476.97099903251
20348	93.56919962455078	24077.310220705844	21477.382090633582
20349	95.21399903394217	24080.598558749953	21478.615365441663
20350	95.50969328331286	24076.981386905773	21480.670823471344
20351	93.45831426210987	24082.242727801593	21483.959556361
20352	90.18719555650131	24082.242727801593	21486.015014443397
20353	89.31859324678135	24075.33721791724	21487.659380923917
20354	89.02289882736852	24076.32371930799	21486.015014443397
20355	89.90998206106184	24076.652553106487	21486.83719768203
20356	89.61428765801037	24080.26972494199	21486.42610606231
20357	90.02086746009917	24077.967888308354	21483.137373133715
20358	90.42744724674361	24079.94089113482	21482.726281521296
20359	90.13175285798764	24077.639054506704	21482.31518990968
20360	89.61428765801037	24083.886896872962	21483.137373133715
20361	89.78061576073264	24077.310220705844	21478.20427383816
20362	90.07631015918702	24074.350716533587	21478.615365441663
20363	89.59580675754813	24076.981386905773	21476.1488158328
20364	90.29808095266736	24080.26972494199	21476.1488158328
20365	92.18313251212606	24082.900395427772	21481.081915079714
20366	94.47476337524341	24077.967888308354	21476.97099903251
20367	93.93881749113496	24076.981386905773	21482.31518990968
20368	92.36794147074801	24082.900395427772	21478.615365441663
20369	92.14617072002096	24076.652553106487	21478.615365441663
20370	93.66160409238194	24075.008384121902	21476.55990743225
20371	95.0846327973087	24076.981386905773	21473.682266253116
20372	93.9018557050452	24077.639054506704	21480.25973186378
20373	93.68008498585334	24077.639054506704	21478.20427383816
20374	96.56310398129477	24083.55806305711	21481.081915079714
20375	97.61651457735866	24079.94089113482	21483.548464746953
20376	96.7663937533751	24079.612057328435	21483.548464746953
20377	95.23247992476388	24077.639054506704	21490.125930669044
20378	94.0312219558063	24079.94089113482	21488.892655792828
20379	93.93881749113496	24081.913893989687	21491.77029718203
20380	94.0312219558063	24081.25622636824	21490.125930669044
20381	94.14210731237	24082.571561614288	21495.470121883736
20382	94.60412961915591	24083.229229242042	21489.303747417423
20383	94.78893853635111	24084.873398325253	21487.24828930257
20384	94.71501496985138	24082.571561614288	21491.359205552562
20385	94.5856487272631	24077.639054506704	21488.07047254608
20386	93.9757792770983	24079.94089113482	21484.781739591523
20387	94.14210731237	24080.9273925587	21482.31518990968
20388	93.99426017003253	24086.517567428196	21479.026457045977
20389	94.04970284864595	24084.873398325253	21483.137373133715
20390	94.40083980659949	24077.967888308354	21481.081915079714
20391	94.75197675316434	24079.612057328435	21481.90409829888
20392	94.49324426732551	24076.652553106487	21479.026457045977
20393	94.9183047765124	24083.55806305711	21479.848640257038
20394	94.80741942789734	24080.598558749953	21476.97099903251
20395	93.79097034601813	24073.69304894843	21475.73772423416
20396	93.23654353381244	24077.310220705844	21477.382090633582
20397	92.31249878349445	24076.32371930799	21481.081915079714
20398	90.88946971284048	24074.350716533587	21482.31518990968
20399	89.76213486055786	24079.28322352284	21483.137373133715
20400	90.13175285798764	24076.652553106487	21486.83719768203
20401	91.09275959161772	24075.33721791724	21485.192831208
20402	90.70466072879094	24071.06237863932	21482.726281521296
20403	88.76416620366405	24071.06237863932	21482.31518990968
20404	87.13784671081811	24075.66605171337	21482.726281521296
20405	85.25279425979807	24079.94089113482	21488.892655792828
20406	83.77432151410261	24074.02188274061	21479.848640257038
20407	83.4231842065322	24072.377713787562	21488.892655792828
20408	84.80925245783328	24074.350716533587	21485.192831208
20409	85.93658783471284	24075.66605171337	21488.892655792828
20410	84.34722972764439	24067.44520704666	21481.081915079714
20411	82.92419959140659	24069.41820972174	21477.793182235466
20412	83.8112833352709	24075.008384121902	21480.25973186378
20413	85.12342790281468	24074.67955032735	21478.20427383816
20414	85.40064152298368	24069.08937594059	21474.093357847705
20415	86.71278589328392	24067.44520704666	21470.80462511369
20416	87.50746479919735	24069.41820972174	21474.093357847705
20417	86.80519042028249	24071.3912124252	21476.97099903251
20418	86.36164868335021	24068.760542160227	21473.682266253116
20419	86.1398778079274	24074.350716533587	21474.504449443102
20420	85.899626020982	24068.10287460187	21471.215716702605
20421	86.2322823399175	24068.760542160227	21472.448991474215
20422	88.37606725634106	24067.77404082387	21472.86008306637
20423	91.2406067737644	24068.10287460187	21480.25973186378
20424	92.05376623920284	24072.04887999932	21481.081915079714
20425	93.79097034601813	24065.801038172427	21486.83719768203
20426	96.43373776072224	24075.33721791724	21484.781739591523
20427	98.9286574584126	24080.26972494199	21480.670823471344
20428	100.55497517746375	24082.900395427772	21483.548464746953
20429	99.79725899742078	24087.832902724764	21485.192831208
20430	97.32082038522748	24085.531065964064	21486.015014443397
20431	94.64109140284722	24084.873398325253	21488.07047254608
20432	93.45831426210987	24085.859899784653	21490.125930669044
20433	93.19958174531985	24082.900395427772	21490.53702229607
20434	94.93678566783802	24087.1752350749	21494.23684697586
20435	95.99019642136795	24094.738413239043	21494.647938611008
20436	96.17500531496353	24096.382582460465	21493.414663708
20437	95.84234930422963	24092.43657636224	21494.647938611008
20438	96.98816440949975	24089.477071863235	21495.881213521323
20439	99.90814429532435	24089.477071863235	21495.881213521323
20440	102.31065880893539	24093.75191171567	21497.525580079775
20441	101.90407946650294	24090.134739524154	21495.470121883736
20442	99.77877811432802	24093.094244037376	21493.414663708
20443	98.63296330177013	24089.148238033962	21492.181388812307
20444	98.9286574584126	24091.450074855467	21488.481564169047
20445	98.76232949628348	24086.84640125115	21480.25973186378
20446	97.54259103007689	24087.832902724764	21483.548464746953
20447	96.24892887152237	24089.805905693298	21490.125930669044
20448	96.0826008685583	24086.188733606028	21493.825755341524
20449	96.06411997918309	24085.531065964064	21497.936671721418
20450	97.08056884821997	24092.765410199416	21499.99212994183
20451	97.83828521620126	24092.765410199416	21497.525580079775
20452	97.93068964772345	24091.778908690267	21501.63649653278
20453	95.28792259704016	24096.711416307116	21499.99212994183
20454	94.06818374145394	24093.094244037376	21497.936671721418
20455	93.79097034601813	24089.477071863235	21497.525580079775
20456	94.56716783533864	24090.134739524154	21496.292305159717
20457	94.67805318641234	24086.84640125115	21499.581038296124
20458	94.14210731237	24090.79240718823	21494.23684697586
20459	92.82996385343023	24088.161736550876	21495.881213521323
20460	91.6841483079931	24091.450074855467	21492.592480443393
20461	90.98187420367123	24089.148238033962	21490.125930669044
20462	91.44389664589232	24091.778908690267	21492.592480443393
20463	91.6656674110991	24087.832902724764	21491.77029718203
20464	92.07224713542996	24091.778908690267	21493.003572075293
20465	92.51578863536179	24088.490570377784	21493.825755341524
20466	92.64515490273448	24090.134739524154	21491.77029718203
20467	93.86489391882924	24090.79240718823	21492.181388812307
20468	94.16058820502019	24088.161736550876	21490.125930669044
20469	94.2899544526872	24085.531065964064	21488.07047254608
20470	93.29198621631389	24083.229229242042	21488.892655792828
20471	91.77655279198649	24086.188733606028	21492.592480443393
20472	91.11124048949739	24087.504068899434	21490.53702229607
20473	91.46237754316763	24093.42307787613	21493.414663708
20474	91.25908767138958	24088.81940420548	21494.23684697586
20475	90.88946971284048	24086.517567428196	21495.881213521323
20476	92.10920892778898	24086.517567428196	21496.703396798923
20477	92.40490326209164	24084.873398325253	21495.470121883736
20478	91.3145303640743	24083.886896872962	21494.23684697586
20479	90.35352365031997	24087.832902724764	21494.23684697586
20480	90.35352365031997	24085.20223214426	21494.23684697586
20481	91.46237754316763	24090.463573355795	21495.059030246968
20482	92.46034594886942	24086.188733606028	21493.003572075293
20483	92.84844474832545	24082.571561614288	21491.77029718203
20484	93.25502442801121	24089.148238033962	21492.181388812307
20485	93.84641302567377	24085.20223214426	21492.592480443393
20486	93.27350532217838	24087.832902724764	21489.714839042826
20487	93.55071873088963	24094.40957939713	21491.77029718203
20488	92.97781101170591	24086.84640125115	21491.77029718203
20489	92.51578863536179	24087.504068899434	21493.414663708
20490	91.9428808611737	24084.2157306896	21491.77029718203
20491	92.20161340813104	24089.477071863235	21488.07047254608
20492	92.84844474832545	24086.188733606028	21486.83719768203
20493	93.88337481195305	24089.805905693298	21486.83719768203
20494	93.93881749113496	24085.531065964064	21483.137373133715
20495	92.99629190634778	24087.1752350749	21479.026457045977
20496	92.53426953079577	24084.873398325253	21483.959556361
20497	91.61022472022643	24085.531065964064	21485.192831208
20498	91.62870561721576	24091.450074855467	21491.359205552562
20499	92.12768982392083	24089.477071863235	21494.647938611008
20500	92.27553699183346	24096.0537486146	21492.592480443393
20501	91.72111010168578	24101.315090243283	21493.414663708
20502	90.85250791628528	24085.531065964064	21490.53702229607
20503	90.02086746009917	24095.067247081748	21495.470121883736
20504	89.72517306011264	24094.738413239043	21493.003572075293
20505	90.24263825472786	24089.477071863235	21495.881213521323
20506	90.55681353925786	24099.99975481714	21489.303747417423
20507	91.62870561721576	24091.450074855467	21491.359205552562
20508	92.25705609595548	24091.450074855467	21493.003572075293
20509	92.55275042619814	24094.080745556006	21490.53702229607
20510	91.16668318294558	24088.161736550876	21489.303747417423
20511	90.46440904476418	24094.080745556006	21492.592480443393
20512	90.42744724674361	24090.79240718823	21495.881213521323
20513	91.27756856898304	24087.504068899434	21493.825755341524
20514	90.87098881457877	24089.148238033962	21493.414663708
20515	90.77858432279288	24088.490570377784	21488.892655792828
20516	90.48288994372672	24088.161736550876	21492.181388812307
20517	89.89150116111057	24089.477071863235	21484.781739591523
20518	90.03934835982704	24084.2157306896	21486.42610606231
20519	89.83605846106525	24083.886896872962	21481.90409829888
20520	89.35555504863237	24079.28322352284	21486.83719768203
20521	89.89150116111057	24086.517567428196	21488.07047254608
20522	89.98390566054775	24077.310220705844	21486.83719768203
20523	89.78061576073264	24077.310220705844	21487.24828930257
20524	89.39251685035555	24085.20223214426	21490.125930669044
20525	88.8750516145912	24083.229229242042	21495.470121883736
20526	89.50340225475804	24076.32371930799	21494.23684697586
20527	90.11327195841943	24085.531065964064	21495.881213521323
20528	90.29808095266736	24074.67955032735	21493.825755341524
20529	90.42744724674361	24084.2157306896	21494.23684697586
20530	90.40896634768558	24088.161736550876	21496.703396798923
20531	89.50340225475804	24084.873398325253	21494.647938611008
20532	90.46440904476418	24090.463573355795	21493.003572075293
20533	91.18516408069803	24088.161736550876	21491.359205552562
20534	92.20161340813104	24082.900395427772	21484.781739591523
20535	93.23654353381244	24087.504068899434	21490.125930669044
20536	93.51375694347257	24087.504068899434	21487.24828930257
20537	93.07021548459903	24087.504068899434	21491.77029718203
20538	91.88743817173037	24089.805905693298	21493.414663708
20539	91.18516408069803	24089.477071863235	21490.53702229607
20540	92.20161340813104	24091.778908690267	21490.948113923914
20541	92.53426953079577	24086.84640125115	21485.603922825292
20542	92.42338415771593	24091.12124102145	21486.83719768203
20543	91.44389664589232	24090.134739524154	21488.481564169047
20544	90.33504275113432	24091.778908690267	21489.303747417423
20545	90.18719555650131	24094.738413239043	21488.481564169047
20546	90.37200454947362	24092.43657636224	21487.659380923917
20547	90.37200454947362	24090.463573355795	21491.359205552562
20548	90.98187420367123	24092.43657636224	21489.303747417423
20549	90.53833264042288	24088.161736550876	21490.948113923914
20550	91.29604946654456	24088.490570377784	21490.948113923914
20551	91.61022472022643	24084.873398325253	21497.525580079775
20552	92.10920892778898	24083.886896872962	21492.181388812307
20553	91.44389664589232	24097.040250154565	21490.948113923914
20554	90.55681353925786	24085.859899784653	21491.77029718203
20555	90.79706522121381	24089.148238033962	21495.059030246968
20556	91.00035510174183	24088.161736550876	21490.53702229607
20557	90.76010342434006	24092.107742525863	21486.42610606231
20558	89.70669215984213	24088.490570377784	21484.781739591523
20559	89.83605846106525	24085.531065964064	21486.83719768203
20560	90.3904854485956	24089.477071863235	21488.892655792828
20561	90.24263825472786	24088.81940420548	21493.825755341524
20562	89.61428765801037	24087.832902724764	21495.059030246968
20563	89.92846296098128	24088.81940420548	21485.603922825292
20564	89.61428765801037	24083.55806305711	21491.77029718203
20565	89.15226513686895	24088.161736550876	21488.481564169047
20566	88.9120134179775	24089.148238033962	21493.414663708
20567	89.65124945883883	24088.161736550876	21492.181388812307
20568	89.68821125953963	24086.188733606028	21490.948113923914
20569	89.79909666087548	24086.188733606028	21492.592480443393
20570	89.263150543765	24086.188733606028	21490.125930669044
20571	88.32062454842736	24083.886896872962	21491.77029718203
20572	87.84012106775424	24087.832902724764	21492.181388812307
20573	88.52391447603452	24085.859899784653	21495.881213521323
20574	88.3575863537352	24088.81940420548	21490.53702229607
20575	87.87708287472964	24086.517567428196	21490.53702229607
20576	88.83808981107683	24082.571561614288	21493.825755341524
20577	89.07834153163202	24085.859899784653	21490.125930669044
20578	88.80112800743444	24083.55806305711	21490.53702229607
20579	87.93252558495215	24086.188733606028	21489.303747417423
20580	88.04341100453098	24085.531065964064	21487.659380923917
20581	87.4889838950836	24086.517567428196	21486.42610606231
20582	88.28366274299128	24081.913893989687	21487.24828930257
20583	88.39454815891492	24087.832902724764	21486.83719768203
20584	88.50543357368497	24088.81940420548	21490.948113923914
20585	87.80315926065032	24083.55806305711	21484.781739591523
20586	87.47050299093775	24089.148238033962	21486.83719768203
20587	88.28366274299128	24084.544564507036	21484.781739591523
20588	88.32062454842736	24080.26972494199	21484.781739591523
20589	88.81960890927166	24083.886896872962	21488.481564169047
20590	88.61631898730172	24085.859899784653	21487.659380923917
20591	88.70872349776835	24083.55806305711	21487.24828930257
20592	89.04137972882165	24083.229229242042	21486.83719768203
20593	89.17074603809823	24080.598558749953	21489.303747417423
20594	89.66973035920512	24083.55806305711	21486.015014443397
20595	88.81960890927166	24086.517567428196	21485.192831208
20596	88.63479988945915	24079.612057328435	21489.303747417423
20597	87.50746479919735	24080.598558749953	21488.481564169047
20598	86.91607585161887	24077.967888308354	21483.959556361
20599	86.82367132558562	24086.188733606028	21491.77029718203
20600	86.60190045982358	24083.229229242042	21489.714839042826
20601	87.00848037684801	24089.805905693298	21482.726281521296
20602	87.69227383856867	24079.94089113482	21491.359205552562
20603	87.63683112709435	24081.25622636824	21482.31518990968
20604	87.30417485217947	24079.94089113482	21480.25973186378
20605	87.02696128179736	24084.2157306896	21486.015014443397
20606	86.45405321340712	24080.26972494199	21481.081915079714
20607	86.1768396208202	24080.598558749953	21486.83719768203
20608	85.43760333845722	24079.94089113482	21483.548464746953
20609	85.21583244367872	24080.598558749953	21481.49300668889
20610	85.04950426954184	24084.544564507036	21489.714839042826
20611	84.95709972722369	24083.229229242042	21487.659380923917
20612	84.66140518637314	24079.94089113482	21484.370647975855
20613	84.8462142753749	24081.25622636824	21481.49300668889
20614	84.80925245783328	24080.9273925587	21479.026457045977
20615	85.80722148609027	24080.26972494199	21479.4375486511
20616	85.60393150648969	24075.008384121902	21479.848640257038
20617	85.14190881105213	24076.981386905773	21483.137373133715
20618	84.56900064065911	24075.33721791724	21479.848640257038
20619	85.19735153557048	24076.32371930799	21478.20427383816
20620	84.51355791284243	24078.296722110794	21487.659380923917
20621	84.99406154424787	24076.652553106487	21482.31518990968
20622	84.71684791341329	24075.66605171337	21483.548464746953
20623	84.53203882214706	24076.981386905773	21496.703396798923
20624	83.14597053438536	24074.67955032735	21486.83719768203
20625	82.6285049934886	24076.652553106487	21479.026457045977
20626	82.55458134270867	24075.008384121902	21486.015014443397
20627	83.23837509257936	24074.67955032735	21477.793182235466
20628	83.8112833352709	24075.008384121902	21474.504449443102
20629	84.19938244971104	24073.364215157028	21472.86008306637
20630	84.60596245904179	24076.652553106487	21480.670823471344
20631	83.64495513899169	24072.377713787562	21477.793182235466
20632	84.08849698990065	24073.035381366415	21479.4375486511
20633	84.38419154680378	24071.3912124252	21478.20427383816
20634	84.64292427729504	24074.350716533587	21488.481564169047
20635	84.95709972722369	24074.02188274061	21477.382090633582
20636	84.88317609278715	24077.639054506704	21483.137373133715
20637	85.62241241388739	24074.02188274061	21493.003572075293
20638	86.63886227110584	24071.3912124252	21475.32663263633
20639	87.67379293477603	24075.008384121902	21483.548464746953
20640	87.78467835705027	24072.04887999932	21486.83719768203
20641	87.34113666101734	24074.02188274061	21475.73772423416
20642	87.26721304321296	24075.66605171337	21492.181388812307
20643	87.95100648829543	24070.73354485423	21489.714839042826
20644	87.82164016421825	24071.3912124252	21485.192831208
20645	87.43354118254962	24073.69304894843	21490.948113923914
20646	86.8975949464766	24071.3912124252	21483.548464746953
20647	86.49101502520438	24074.67955032735	21486.015014443397
20648	86.5094959310548	24071.720046211867	21483.137373133715
20649	86.54645774265896	24072.706547576596	21481.90409829888
20650	86.58341955413425	24074.02188274061	21485.192831208
20651	86.1768396208202	24072.706547576596	21482.31518990968
20652	86.1029159949058	24076.652553106487	21481.081915079714
20653	86.1398778079274	24072.706547576596	21479.848640257038
20654	85.64089332125286	24071.720046211867	21469.160258766125
20655	85.75177876476812	24074.67955032735	21474.093357847705
20656	85.60393150648969	24073.364215157028	21469.5713503518
20657	85.38216061519853	24071.720046211867	21470.80462511369
20658	84.64292427729504	24073.035381366415	21467.926984013957
20659	84.23634426938861	24074.02188274061	21456.82751157231
20660	84.67988609541891	24077.310220705844	21470.39353352558
20661	84.62444336818459	24074.02188274061	21468.338075597203
20662	85.04950426954184	24072.377713787562	21453.127687556174
20663	84.73532882236191	24071.3912124252	21474.91554103931
20664	84.03305425955807	24070.40471106992	21460.116244086104
20665	83.38622238400137	24070.075877286406	21458.060786258917
20666	83.62647422813194	24074.67955032735	21472.86008306637
20667	83.94064970833904	24077.639054506704	21457.238603133705
20668	84.64292427729504	24070.40471106992	21467.515892431522
20669	84.80925245783328	24075.008384121902	21473.682266253116
20670	84.64292427729504	24068.10287460187	21465.871526109873
20671	84.43963427530025	24075.008384121902	21479.4375486511
20672	84.45811518473431	24071.720046211867	21475.32663263633
20673	84.32874881801604	24069.08937594059	21474.093357847705
20674	84.31026790835529	24068.760542160227	21474.504449443102
20675	84.19938244971104	24071.06237863932	21473.682266253116
20676	84.67988609541891	24073.035381366415	21470.80462511369
20677	84.7538097312783	24068.760542160227	21476.55990743225
20678	84.05153516970466	24067.116373270237	21479.026457045977
20679	82.81331411816262	24063.170368014617	21477.793182235466
20680	81.64901657838652	24067.77404082387	21473.682266253116
20681	82.16648216757261	24068.760542160227	21479.026457045977
20682	82.48065769140806	24070.075877286406	21480.25973186378
20683	84.16242062990375	24068.10287460187	21472.448991474215
20684	84.03305425955807	24064.814536857342	21486.42610606231
20685	83.8667260667803	24062.841534248433	21472.86008306637
20686	83.1274896226492	24068.431708380656	21472.448991474215
20687	83.6819169606141	24071.06237863932	21475.32663263633
20688	83.27533691562962	24063.49920178159	21468.338075597203
20689	82.68394773123231	24064.156869317892	21473.682266253116
20690	81.64901657838652	24064.156869317892	21474.504449443102
20691	82.44369586556257	24062.841534248433	21469.5713503518
20692	83.4231842065322	24065.472204399946	21474.093357847705
20693	82.70242864374848	24066.129871945697	21472.86008306637
20694	81.4826883478645	24066.458705719757	21475.32663263633
20695	81.50116926249729	24061.85503295462	21475.73772423416
20696	81.22395553957853	24067.116373270237	21476.97099903251
20697	82.0555966863256	24064.156869317892	21475.73772423416
20698	81.9447112039062	24063.828035549344	21474.093357847705
20699	81.33484102962694	24065.143370628248	21471.62680829233
20700	80.79889448350553	24060.539697907217	21468.749167181257
20701	80.70648990381193	24064.814536857342	21470.39353352558
20702	81.42724560377002	24060.21086414733	21467.515892431522
20703	80.52168074197351	24056.92252659181	21470.80462511369
20704	80.31839066017506	24059.88203038824	21460.527335653973
20705	81.03914638688667	24056.593692840586	21462.582793505433
20706	80.72497081981601	24060.868531667886	21460.938427222645
20707	80.33687157686569	24057.9090278502	21461.76061036242
20708	80.29990974345168	24054.620690349777	21457.238603133705
20709	80.2629479099067	24053.30535537164	21459.2940609528
20710	81.61205474960985	24058.895529115678	21458.060786258917
20711	81.5566120062004	24055.278357843566	21457.649694695905
20712	80.70648990381193	24053.30535537164	21456.416420011727
20713	79.94877231949022	24052.976521629073	21459.70515251905
20714	80.44775707632289	24058.56669535973	21462.582793505433
20715	79.61611580167624	24054.620690349777	21460.527335653973
20716	79.1910546801285	24052.647687887293	21461.76061036242
20717	79.35738294714764	24055.278357843566	21459.2940609528
20718	80.31839066017506	24057.25136034382	21461.76061036242
20719	80.17054332547195	24054.620690349777	21462.17170193352
20720	79.09865008619187	24055.60719159164	21456.005328451953
20721	78.41485606555341	24050.017017981372	21458.882969387363
20722	78.56270342517735	24048.044015584965	21458.882969387363
20723	78.95080273418705	24053.634189114993	21457.649694695905
20724	78.98776457238517	24052.647687887293	21458.882969387363
20725	78.98776457238517	24046.728680669752	21456.416420011727
20726	79.04320732943626	24052.976521629073	21458.882969387363
20727	79.52371121151072	24049.359350512754	21454.772053777484
20728	78.95080273418705	24045.413345767116	21451.894412898688
20729	79.26497835468717	24040.80967370694	21453.949870665212
20730	79.26497835468717	24044.426844598398	21454.36096222094
20731	79.30194019176975	24043.111509717775	21448.605680514287
20732	79.0247264104521	24039.494338860895	21447.372405883478
20733	79.30194019176975	24044.426844598398	21447.372405883478
20734	79.37586386554136	24041.796174849726	21447.372405883478
20735	79.91181048470162	24043.44034343675	21448.605680514287
20736	80.55864257460274	24038.17900402742	21447.372405883478
20737	80.87281814667222	24039.494338860895	21446.96131434149
20738	79.91181048470162	24040.80967370694	21444.494765106534
20739	77.17663434604384	24036.534835503247	21446.139131259937
20740	77.1211915790251	24036.20600180077	21444.0836735702
20741	79.63459671961107	24040.152006282347	21445.31694818162
20742	81.26091736972529	24040.152006282347	21446.55022280031
20743	80.68800898777516	24034.561833300155	21451.894412898688
20744	78.83991721880489	24033.904165905413	21449.01677205951
20745	77.74954292120213	24034.232999602387	21446.55022280031
20746	78.04523765728857	24034.232999602387	21447.372405883478
20747	78.45181790565658	24036.534835503247	21444.0836735702
20748	79.26497835468717	24034.890666998705	21443.26149049996
20749	77.80498568486013	24036.863669206512	21446.139131259937
20750	75.66119860726377	24036.534835503247	21442.439307432953
20751	75.10677084239586	24037.52133661539	21444.494765106534
20752	77.34296264531974	24033.904165905413	21440.383849779566
20753	79.93029140211229	24033.246498513803	21442.439307432953
20754	80.55864257460274	24035.877168099076	21439.97275825131
20755	81.42724560377002	24028.31399317684	21435.4507514938
20756	81.07610821768628	24030.944662667906	21436.684026054343
20757	80.65104715560364	24030.615828978775	21433.395293909045
20758	80.29990974345168	24028.971660544892	21437.50620909874
20759	79.91181048470162	24031.273496357822	21435.861843013176
20760	79.67155855538226	24030.944662667906	21434.217476940525
20761	79.874848649782	24033.246498513803	21437.50620909874
20762	79.81940589715703	24032.25999743228	21434.628568457476
20763	78.91384089585767	24030.944662667906	21441.206032838498
20764	77.37992448924075	24031.273496357822	21441.206032838498
20765	77.71258107859887	24030.286995290433	21440.794941308624
20766	77.34296264531974	24031.93116374001	21442.028215900657
20767	77.93435213224353	24022.06615333679	21442.028215900657
20768	80.44775707632289	24028.31399317684	21439.150575197225
20769	83.21989418100549	24030.615828978775	21440.794941308624
20770	84.80925245783328	24027.985159493983	21441.206032838498
20771	86.26924415248783	24028.642826860472	21439.561666723865
20772	85.95506874153	24027.32749213063	21439.561666723865
20773	84.38419154680378	24031.273496357822	21434.628568457476
20774	83.1090087108804	24026.66982477042	21435.039659975235
20775	81.64901657838652	24027.985159493983	21435.861843013176
20776	79.50523029337921	24025.683323735982	21438.73948367139
20777	79.1725737614068	24024.36798903439	21438.328392146366
20778	81.57509292070279	24027.985159493983	21437.09511757614
20779	82.72090955623207	24030.615828978775	21435.861843013176
20780	81.4826883478645	24036.20600180077	21433.395293909045
20781	80.42927615982842	24034.561833300155	21435.039659975235
20782	80.24446699308527	24034.232999602387	21437.09511757614
20783	80.83585631515422	24031.602330048525	21437.50620909874
20784	82.11103942709565	24030.286995290433	21432.98420239451
20785	83.6819169606141	24033.57533220921	21433.80638542438
20786	81.5935738351726	24032.588831125337	21432.573110880785
20787	78.08219949870704	24025.683323735982	21433.80638542438
20788	76.45587835163946	24033.904165905413	21434.628568457476
20789	75.79056508144544	24029.62932791609	21432.98420239451
20790	75.91993155400587	24025.354490059406	21435.4507514938
20791	76.75157312464717	24027.985159493983	21435.861843013176
20792	78.56270342517735	24031.602330048525	21436.272934533357
20793	78.7105507826983	24031.602330048525	21433.80638542438
20794	78.15612318114921	24033.57533220921	21435.4507514938
20795	76.89942050798197	24033.246498513803	21436.684026054343
20796	78.19308502217297	24031.93116374001	21437.09511757614
20797	79.80092497954979	24030.944662667906	21432.16201936787
20798	80.29990974345168	24025.683323735982	21432.573110880785
20799	78.58118434498243	24023.05265434534	21433.395293909045
20800	76.84397773947899	24026.340991091492	21430.92874483396
20801	76.3634737333407	24028.642826860472	21431.75092785576
20802	77.67561923586385	24029.95816160287	21433.395293909045
20803	76.14170264605337	24028.971660544892	21436.272934533357
20804	75.80904600619613	24030.286995290433	21433.80638542438
20805	77.87890936927664	24031.93116374001	21433.80638542438
20806	80.57712349086825	24028.971660544892	21436.272934533357
20807	80.9837036404424	24031.273496357822	21431.75092785576
20808	81.13155096364062	24029.62932791609	21432.573110880785
20809	82.0555966863256	24029.3004942301	21431.75092785576
20810	81.44572651850086	24029.62932791609	21430.51765332427
20811	80.9837036404424	24026.340991091492	21436.272934533357
20812	80.15206240848681	24021.737319668842	21434.217476940525
20813	80.28142882669556	24021.737319668842	21429.284378800043
20814	80.05965782307032	24024.696822708614	21432.16201936787
