idx	Load [N]	Left Gap [μm]	Right Gap [μm]
7193	87.17480852023454	24037.52133661539	21398.452518051385
7194	87.72923564605765	24034.561833300155	21398.86360949825
7195	87.17480852023454	24040.80967370694	21394.752695065785
7196	87.19328942489443	24039.494338860895	21396.397060829124
7197	85.64089332125286	24034.890666998705	21395.985969387082
7198	85.14190881105213	24033.246498513803	21400.507975293753
7199	86.49101502520438	24034.890666998705	21398.452518051385
7200	86.34316777724212	24034.561833300155	21401.741249648825
7201	85.9920305550674	24031.273496357822	21404.207798380685
7202	86.69430498778763	24034.561833300155	21405.44107275748
7203	86.97151856685286	24034.890666998705	21404.61888983881
7204	87.00848037684801	24035.54833439817	21404.61888983881
7205	87.13784671081811	24033.904165905413	21405.44107275748
7206	86.8975949464766	24034.890666998705	21400.096883843675
7207	85.64089332125286	24029.62932791609	21401.33015819633
7208	84.82773336662024	24030.286995290433	21405.852164218017
7209	84.8462142753749	24031.602330048525	21402.563432556228
7210	83.49710785120448	24032.588831125337	21404.207798380685
7211	83.88520697721856	24032.588831125337	21405.44107275748
7212	84.27330608893675	24034.232999602387	21403.38561546685
7213	86.43557230746018	24035.54833439817	21405.029981297743
7214	86.43557230746018	24037.52133661539	21404.207798380685
7215	86.26924415248783	24037.52133661539	21405.44107275748
7216	85.88114511406815	24034.890666998705	21399.27470094592
7217	86.3062059649294	24033.904165905413	21401.33015819633
7218	87.63683112709435	24034.232999602387	21398.452518051385
7219	89.35555504863237	24031.93116374001	21398.452518051385
7220	89.92846296098128	24034.890666998705	21400.91906674464
7221	88.69024259573905	24029.95816160287	21396.397060829124
7222	87.13784671081811	24038.17900402742	21398.041426605323
7223	86.2322823399175	24031.602330048525	21398.452518051385
7224	87.23025123411804	24031.602330048525	21402.152341102123
7225	87.93252558495215	24039.494338860895	21401.741249648825
7226	86.78670951494712	24035.877168099076	21407.907621532788
7227	86.56493864841269	24036.534835503247	21406.674347141514
7228	85.80722148609027	24037.85017032101	21408.729804464332
7229	84.45811518473431	24035.219500698047	21408.729804464332
7230	84.53203882214706	24035.54833439817	21407.907621532788
7231	82.96116141556132	24031.602330048525	21407.907621532788
7232	82.46217677850171	24034.232999602387	21407.907621532788
7233	83.3492605613406	24035.877168099076	21409.551987399096
7234	83.95913061864769	24032.25999743228	21409.551987399096
7235	84.80925245783328	24035.219500698047	21409.963078867684
7236	84.66140518637314	24029.95816160287	21404.61888983881
7237	83.71887878210674	24033.904165905413	21407.496530068227
7238	83.3492605613406	24036.534835503247	21404.207798380685
7239	82.70242864374848	24037.52133661539	21403.796706923367
7240	82.70242864374848	24031.602330048525	21402.563432556228
7241	83.4231842065322	24038.17900402742	21403.38561546685
7242	82.96116141556132	24032.588831125337	21402.974524011137
7243	83.0535659753794	24034.232999602387	21402.974524011137
7244	85.93658783471284	24035.54833439817	21402.152341102123
7245	88.70872349776835	24038.836671442587	21402.563432556228
7246	87.69227383856867	24035.219500698047	21403.796706923367
7247	86.67582408225934	24030.286995290433	21400.096883843675
7248	85.58545059905953	24028.971660544892	21404.207798380685
7249	85.58545059905953	24031.273496357822	21405.852164218017
7250	85.34519879953132	24029.3004942301	21407.907621532788
7251	86.2322823399175	24032.917664819175	21410.37417033708
7252	86.58341955413425	24031.93116374001	21407.08543860447
7253	87.30417485217947	24033.57533220921	21408.31871299816
7254	87.47050299093775	24035.219500698047	21408.729804464332
7255	86.38012958942596	24034.561833300155	21411.60744475009
7256	85.62241241388739	24037.85017032101	21410.785261807276
7257	85.3082369837349	24037.52133661539	21410.785261807276
7258	86.26924415248783	24040.80967370694	21408.31871299816
7259	88.63479988945915	24038.17900402742	21409.963078867684
7260	91.16668318294558	24033.246498513803	21407.08543860447
7261	94.19754999022564	24028.971660544892	21413.662902121214
7262	92.70059758827585	24029.95816160287	21406.674347141514
7263	90.70466072879094	24032.588831125337	21408.729804464332
7264	89.37403594950996	24034.561833300155	21406.26325567936
7265	87.04544218671447	24033.904165905413	21407.496530068227
7266	86.3246868711019	24031.93116374001	21406.26325567936
7267	87.72923564605765	24035.219500698047	21407.08543860447
7268	88.76416620366405	24033.57533220921	21409.551987399096
7269	90.07631015918702	24037.192502910555	21403.796706923367
7270	89.78061576073264	24041.138507420415	21401.741249648825
7271	88.9120134179775	24040.480839994252	21397.219243715615
7272	87.71075474232919	24034.890666998705	21403.38561546685
7273	86.43557230746018	24031.273496357822	21404.61888983881
7274	85.4560842461454	24029.3004942301	21405.029981297743
7275	85.9920305550674	24035.219500698047	21411.19635327828
7276	85.78874057901521	24031.602330048525	21408.31871299816
7277	87.04544218671447	24035.219500698047	21409.551987399096
7278	88.4315099639665	24035.877168099076	21411.19635327828
7279	86.73126679874798	24040.152006282347	21409.14089593131
7280	84.25482517917897	24036.863669206512	21409.14089593131
7281	82.53610042993228	24037.192502910555	21414.073993597853
7282	82.85027594270736	24038.17900402742	21413.662902121214
7283	85.2897560757882	24036.863669206512	21414.89617655355
7284	87.3780984697267	24039.823172571225	21412.840719170348
7285	88.93049431962277	24038.17900402742	21414.073993597853
7286	88.94897522123586	24039.494338860895	21408.729804464332
7287	86.63886227110584	24037.52133661539	21410.37417033708
7288	85.78874057901521	24037.192502910555	21410.37417033708
7289	86.91607585161887	24037.52133661539	21406.674347141514
7290	86.76822860957952	24031.93116374001	21408.729804464332
7291	86.78670951494712	24035.219500698047	21412.429627696125
7292	85.19735153557048	24036.863669206512	21410.37417033708
7293	84.03305425955807	24037.52133661539	21411.19635327828
7294	84.86469518409712	24038.17900402742	21409.551987399096
7295	85.899626020982	24040.152006282347	21411.60744475009
7296	86.71278589328392	24039.823172571225	21413.662902121214
7297	86.74974770417987	24042.12500856556	21412.840719170348
7298	85.3082369837349	24038.50783773461	21416.12945099314
7299	83.47862694008512	24042.12500856556	21411.19635327828
7300	85.104946994545	24038.17900402742	21413.25181064538
7301	89.70669215984213	24035.219500698047	21412.429627696125
7302	92.42338415771593	24036.863669206512	21412.018536222702
7303	90.77858432279288	24040.152006282347	21416.95163395689
7304	87.67379293477603	24035.54833439817	21418.184908408562
7305	86.953037661807	24035.54833439817	21416.540542474613
7306	89.07834153163202	24031.93116374001	21414.89617655355
7307	91.25908767138958	24034.232999602387	21414.073993597853
7308	91.35149215903846	24038.17900402742	21417.77381692387
7309	89.35555504863237	24043.44034343675	21416.540542474613
7310	88.67176169367775	24036.534835503247	21418.595999894067
7311	89.33707414772283	24043.76917715651	21412.840719170348
7312	91.6656674110991	24040.152006282347	21412.018536222702
7313	92.92236832759	24041.138507420415	21411.60744475009
7314	91.85047637860947	24040.152006282347	21411.60744475009
7315	88.89353251630041	24036.534835503247	21409.551987399096
7316	87.47050299093775	24037.85017032101	21409.14089593131
7317	87.69227383856867	24037.85017032101	21411.19635327828
7318	90.42744724674361	24036.534835503247	21407.496530068227
7319	91.40693485124615	24035.219500698047	21412.429627696125
7320	89.7436539603512	24037.52133661539	21411.60744475009
7321	87.08240399645246	24035.54833439817	21415.30726803261
7322	86.04747327513167	24034.561833300155	21416.540542474613
7323	87.52594570327898	24034.890666998705	21415.30726803261
7324	89.263150543765	24036.863669206512	21414.485085075303
7325	90.63073713427929	24041.467341134678	21413.662902121214
7326	91.27756856898304	24041.796174849726	21418.595999894067
7327	89.70669215984213	24040.152006282347	21414.89617655355
7328	88.8750516145912	24040.152006282347	21419.82927435541
7329	91.18516408069803	24040.152006282347	21418.595999894067
7330	96.3967759831333	24036.863669206512	21419.007091380372
7331	99.27979425906085	24042.782675999584	21413.662902121214
7332	96.4706995381855	24039.494338860895	21419.41818286749
7333	90.72314162733909	24045.742179491597	21419.41818286749
7334	86.1029159949058	24040.480839994252	21422.295823299846
7335	82.0555966863256	24042.12500856556	21423.940189278932
7336	79.43130662052573	24038.50783773461	21421.88473180709
7337	78.04523765728857	24037.192502910555	21419.41818286749
7338	78.93232181503879	24035.877168099076	21417.77381692387
7339	81.83382572031405	24035.54833439817	21417.36272543998
7340	83.66343604981915	24039.165505151344	21411.60744475009
7341	85.06798517790861	24043.44034343675	21409.551987399096
7342	87.02696128179736	24043.44034343675	21407.496530068227
7343	86.41709140148095	24038.17900402742	21408.729804464332
7344	85.97354964831476	24042.782675999584	21409.551987399096
7345	86.45405321340712	24037.192502910555	21410.37417033708
7346	86.12139690143283	24036.20600180077	21412.018536222702
7347	84.32874881801604	24038.50783773461	21415.71835951247
7348	84.51355791284243	24039.165505151344	21412.840719170348
7349	84.01457334937902	24034.890666998705	21416.95163395689
7350	83.1274896226492	24037.52133661539	21416.12945099314
7351	83.31229873855006	24034.890666998705	21415.71835951247
7352	85.06798517790861	24037.52133661539	21415.30726803261
7353	88.24670093742708	24036.863669206512	21413.25181064538
7354	90.22415735535088	24035.219500698047	21409.963078867684
7355	90.51985174155601	24038.50783773461	21412.018536222702
7356	90.07631015918702	24038.17900402742	21413.662902121214
7357	89.2077078404609	24035.54833439817	21414.485085075303
7358	87.41506027830752	24039.494338860895	21416.12945099314
7359	84.23634426938861	24038.836671442587	21416.540542474613
7360	82.499138604282	24035.54833439817	21414.073993597853
7361	82.86875685493084	24037.52133661539	21414.485085075303
7362	84.36571063724023	24037.52133661539	21413.662902121214
7363	85.23431335175451	24037.52133661539	21414.073993597853
7364	86.04747327513167	24041.467341134678	21411.19635327828
7365	85.97354964831476	24042.12500856556	21408.729804464332
7366	85.14190881105213	24038.17900402742	21409.14089593131
7367	83.97761152892383	24038.50783773461	21408.31871299816
7368	84.16242062990375	24040.152006282347	21410.785261807276
7369	86.19532052721814	24034.890666998705	21412.018536222702
7370	89.83605846106525	24034.561833300155	21409.551987399096
7371	90.87098881457877	24034.561833300155	21414.89617655355
7372	91.57326292615244	24034.561833300155	21413.25181064538
7373	90.46440904476418	24038.17900402742	21417.36272543998
7374	88.0249301013481	24033.904165905413	21417.36272543998
7375	85.86266420712201	24041.467341134678	21418.184908408562
7376	85.19735153557048	24031.273496357822	21417.36272543998
7377	85.47456515380145	24037.85017032101	21411.19635327828
7378	84.86469518409712	24033.904165905413	21413.25181064538
7379	82.57306225545244	24040.480839994252	21412.840719170348
7380	86.15835871438986	24042.12500856556	21414.073993597853
7381	87.4889838950836	24043.76917715651	21411.60744475009
7382	87.45202208675983	24039.165505151344	21414.89617655355
7383	85.73329785759637	24038.17900402742	21414.89617655355
7384	82.75787138110184	24034.232999602387	21415.71835951247
7385	82.29584856087928	24037.85017032101	21416.12945099314
7386	83.0535659753794	24037.52133661539	21416.540542474613
7387	85.75177876476812	24034.561833300155	21416.540542474613
7388	87.72923564605765	24035.54833439817	21414.485085075303
7389	89.13378423560772	24034.232999602387	21419.41818286749
7390	86.15835871438986	24035.54833439817	21414.485085075303
7391	83.36774147268716	24042.12500856556	21412.429627696125
7392	81.68597840703274	24040.80967370694	21411.19635327828
7393	81.7229402355486	24041.796174849726	21411.60744475009
7394	83.1274896226492	24039.165505151344	21410.785261807276
7395	84.56900064065911	24042.45384228218	21407.496530068227
7396	86.19532052721814	24038.836671442587	21409.551987399096
7397	86.02899236847577	24038.50783773461	21403.796706923367
7398	85.3082369837349	24041.467341134678	21406.674347141514
7399	85.38216061519853	24037.192502910555	21403.38561546685
7400	85.08646608624292	24036.863669206512	21411.19635327828
7401	82.99812323958605	24035.54833439817	21408.31871299816
7402	82.36977221348127	24033.57533220921	21413.25181064538
7403	83.1274896226492	24035.54833439817	21411.60744475009
7404	84.62444336818459	24033.57533220921	21413.25181064538
7405	85.27127516780934	24041.138507420415	21414.485085075303
7406	86.54645774265896	24040.152006282347	21416.540542474613
7407	87.87708287472964	24039.165505151344	21413.25181064538
7408	88.8750516145912	24042.12500856556	21412.018536222702
7409	87.13784671081811	24039.165505151344	21413.662902121214
7410	84.7538097312783	24040.152006282347	21414.073993597853
7411	82.5915431681637	24042.12500856556	21413.25181064538
7412	81.39028377421067	24039.165505151344	21414.073993597853
7413	80.90977997805965	24036.20600180077	21416.540542474613
7414	81.98167303150962	24034.890666998705	21411.19635327828
7415	84.36571063724023	24033.246498513803	21408.31871299816
7416	87.67379293477603	24038.50783773461	21408.31871299816
7417	87.93252558495215	24032.588831125337	21410.37417033708
7418	87.54442660732855	24036.534835503247	21410.785261807276
7419	84.16242062990375	24035.54833439817	21412.018536222702
7420	80.11510057441836	24041.138507420415	21412.429627696125
7421	79.57915396570837	24043.44034343675	21412.018536222702
7422	82.20344399439443	24040.152006282347	21413.25181064538
7423	84.12545880996703	24036.20600180077	21407.496530068227
7424	86.67582408225934	24036.863669206512	21409.14089593131
